customer_id,orders_placed,products_purchased,amount_spent
6455,5,16,3524.6000785827637
181,6,22,3536.4400577545166
9169,3,11,2309.7200355529785
1845,4,13,2129.690029144287
11136,6,17,3129.8200645446777
2347,3,8,1279.8700218200684
9019,6,20,4105.480068206787
5325,4,8,1105.820026397705
12085,5,17,2859.470039367676
2500,3,6,1259.9000396728516
5119,5,12,2159.800037384033
9985,1,5,784.9199981689453
4651,3,9,2179.8000526428223
307,2,7,1261.7900085449219
4551,6,20,3949.5700874328613
4096,4,11,2129.8100509643555
5032,3,14,2174.660026550293
3980,5,21,4534.450050354004
9373,6,11,1849.7000350952148
7027,5,13,2809.790065765381
8509,6,18,3864.360061645508
650,5,11,1979.780044555664
10275,6,17,3909.350070953369
3324,4,10,2509.7300415039062
783,5,16,3525.4500465393066
4909,6,15,2834.6600456237793
12393,4,13,3019.660053253174
7977,5,10,2179.750045776367
6528,3,8,1639.8600463867188
2338,2,4,496.9499988555908
10337,3,3,409.94000244140625
7691,1,2,439.9100036621094
10529,5,16,3789.590103149414
10562,3,10,1599.8400344848633
11649,3,7,1589.8300323486328
8989,6,19,4729.5900802612305
183,1,5,689.8700065612793
684,5,15,2269.7200508117676
195,2,6,1335.8200225830078
4645,5,13,2301.7500381469727
8976,4,15,3799.4200592041016
9095,5,17,2699.640048980713
7991,3,11,2379.6400451660156
4703,4,11,1959.7600402832031
3511,2,9,1309.8600387573242
837,2,6,929.8300247192383
8979,4,13,2494.7600688934326
6118,6,12,2569.7500495910645
3750,3,13,2915.610061645508
11830,4,9,1689.83003616333
9630,4,13,3247.540069580078
9832,3,7,1649.76997756958
8372,3,11,1656.7700309753418
10070,2,8,1629.8600463867188
8992,3,8,1779.7200355529785
3682,6,16,2824.64005279541
7702,3,8,1839.7500343322754
5481,5,22,4975.480098724365
10522,2,6,619.9200210571289
8823,5,14,2549.7700729370117
8991,5,17,3799.5800704956055
9989,4,12,1988.650047302246
10200,6,13,2553.6400604248047
3446,5,14,3214.6300735473633
6000,1,1,250.0
11396,4,12,2479.6200256347656
8671,3,9,1059.8500137329102
3497,4,5,1359.9000244140625
951,3,13,2444.730031967163
3475,5,13,1983.7400550842285
5880,4,8,1829.8100280761719
7390,2,9,2059.8400230407715
3490,3,8,1309.8400192260742
426,4,11,1999.7999992370605
3201,6,17,2889.6800537109375
4841,5,17,3199.450065612793
5881,4,14,2598.540027618408
11049,2,8,1353.880012512207
2609,7,25,5159.460113525391
1000,6,18,3368.460065841675
9150,3,11,2199.8100662231445
1891,6,20,3879.660068511963
2120,3,11,1969.7100257873535
6102,5,15,3509.6100730895996
10009,6,20,4159.390075683594
494,7,23,4109.500080108643
3540,2,6,1229.7200088500977
6776,4,16,3669.580032348633
12346,3,4,729.9500122070312
10005,3,8,1954.7500343322754
1689,6,18,3505.3400535583496
3586,5,19,3222.660083770752
2905,3,9,1809.8000411987305
10257,7,18,4474.650093078613
2354,3,13,2444.7000465393066
6893,9,25,6149.370136260986
8450,5,9,2224.860061645508
1371,7,19,2874.570068359375
5453,5,19,4539.500080108643
9015,3,7,969.9500198364258
12148,2,8,1469.7399978637695
5839,5,21,3899.2900619506836
9440,2,8,1599.9300384521484
4102,2,8,1459.9100341796875
7437,4,8,1509.8300399780273
4884,4,13,2729.600051879883
6582,5,18,3666.7800827026367
2771,3,12,2309.810047149658
2880,3,8,1839.7500381469727
5015,8,28,6449.020092010498
7687,5,19,4261.570079803467
9408,2,5,784.860013961792
1277,4,11,2091.7900466918945
1227,2,8,1479.8800315856934
9279,5,15,3549.4700775146484
2149,7,17,3283.7800674438477
385,3,5,1229.8200378417969
576,6,16,3169.680072784424
11321,2,5,807.8900184631348
1513,5,18,3317.510066986084
5352,5,8,1739.8300170898438
2839,4,14,2659.8000564575195
6409,4,13,2199.6900329589844
11423,4,14,3224.6700763702393
10136,6,16,3799.64009475708
6363,3,10,2484.760051727295
5583,9,32,6384.180124282837
9666,7,17,2929.5600414276123
9929,1,2,321.9600009918213
11683,4,12,2609.840057373047
3200,6,20,3696.4200401306152
8441,2,7,1869.8600463867188
5401,3,5,919.9000358581543
9833,7,24,6059.380146026611
2529,4,6,1609.8600463867188
2307,5,18,2931.7100715637207
7169,3,9,1809.7900390625
11200,3,6,849.9200134277344
10690,2,7,1439.8400077819824
11026,4,12,2857.7300720214844
10732,4,9,1589.7500267028809
1061,5,11,2489.850051879883
4756,6,18,3959.4700508117676
7155,2,5,1179.9000244140625
9432,9,31,5376.350109100342
3416,2,8,1849.8900184631348
9383,5,14,3103.6200256347656
10991,1,2,389.99000549316406
9652,5,11,1789.6100311279297
7649,3,12,2146.760051727295
7214,4,8,1799.8400230407715
6186,5,12,2699.5900497436523
6079,4,8,1319.8900146484375
7004,3,6,1129.8299942016602
7545,2,6,1599.9000434875488
4231,5,15,3289.700065612793
721,2,6,1299.8900260925293
9135,5,14,3989.640106201172
11841,2,8,1189.8500175476074
3013,2,4,849.880012512207
11154,7,23,4654.3400802612305
1059,5,19,4201.50012588501
11263,9,29,5187.210094451904
1729,4,10,2334.6600341796875
70,5,18,3309.4900550842285
9491,4,13,2383.630023956299
6141,3,11,2095.6900367736816
6270,4,18,3769.6301040649414
5566,4,14,2524.6900386810303
10240,5,14,2889.610019683838
5116,6,21,4243.640087127686
7885,4,13,2279.4800300598145
5112,5,14,3059.6000633239746
5309,2,6,1329.8900451660156
7963,5,17,3409.460029602051
6696,9,34,6927.0101318359375
11518,3,7,1399.8500442504883
9079,3,12,2024.7300357818604
7306,2,4,801.930025100708
11145,3,8,1199.9000244140625
227,3,8,1509.870044708252
3549,7,17,3313.6200790405273
2947,3,11,2298.770030975342
6308,4,11,1744.770034790039
2452,4,13,2549.780055999756
3799,2,7,1659.8700256347656
2738,6,16,3319.580089569092
67,2,8,1887.7700500488281
7866,3,12,1769.8100318908691
11274,4,13,2784.790054321289
10236,5,9,1619.7700424194336
5251,4,12,1899.7300300598145
5362,4,11,2889.6700592041016
11834,3,10,1569.7800331115723
2558,2,2,399.9800109863281
7368,4,15,2515.590000152588
11152,2,8,1325.7000007629395
3623,3,11,2379.7500610351562
4094,4,14,3074.550043106079
9964,5,20,3929.600091934204
7385,4,12,3074.6600456237793
519,1,3,329.9800033569336
8765,3,8,1549.860050201416
10618,3,9,2529.770050048828
336,5,20,2989.700059890747
6277,6,19,3493.6200790405273
4334,3,8,1999.770034790039
4311,5,11,2119.810047149658
9480,2,6,1389.9200439453125
6960,4,15,2999.700080871582
3702,3,8,1489.8700370788574
10017,7,21,4629.670082092285
3815,3,4,663.9100112915039
1438,6,19,3304.6200408935547
7164,3,9,2029.7500305175781
1140,3,5,1149.920036315918
4347,4,12,1499.870029449463
10026,3,7,1319.7400283813477
8444,2,4,704.8900146484375
10625,6,20,3514.6200580596924
8246,5,12,2889.6800689697266
4811,2,3,729.9200286865234
10181,3,6,979.8300018310547
4882,5,13,2263.5000381469727
10874,2,6,1079.9300231933594
10544,5,15,2535.6600494384766
10864,6,17,3219.6200637817383
5056,4,10,2879.81005859375
2103,3,6,1339.8000183105469
7953,4,11,2277.770050048828
11003,4,12,2845.7800788879395
2322,4,16,2629.6300354003906
1131,5,17,3273.610092163086
624,5,15,3409.4600219726562
5961,2,5,1129.8200378417969
6884,2,4,899.9200210571289
1864,6,20,4499.530097961426
2778,3,6,1299.8100242614746
9640,8,23,5047.660106658936
5472,5,12,2499.6400184631348
6145,2,9,2129.8400535583496
1208,2,3,429.9400100708008
7386,2,6,1579.660026550293
11691,2,3,799.9500274658203
11077,7,24,4904.620107650757
12336,6,16,3629.5800819396973
11220,4,7,1589.9100303649902
4394,8,30,6514.360088348389
3367,2,8,1519.7500228881836
1306,4,14,2894.6700477600098
2387,5,17,3359.600067138672
8760,5,11,1439.720043182373
7713,6,16,3474.6800785064697
394,6,20,4205.380035400391
10477,3,10,2159.7700729370117
11242,4,13,2436.7500343322754
10127,5,12,2463.7900524139404
8599,2,8,1319.8300285339355
8370,8,33,5557.450107574463
11867,1,1,79.9800033569336
7162,5,12,1949.8000221252441
6261,4,10,2029.7600173950195
1721,6,22,5939.4401512146
2176,2,4,451.92001152038574
5078,2,6,1259.9000129699707
3567,8,22,4576.510105133057
5611,4,8,979.8800201416016
11406,1,1,299.9800109863281
2437,5,8,1239.8100280761719
8145,5,17,3069.440055847168
9211,2,7,1849.8900299072266
1144,2,9,1687.850040435791
4949,4,11,2124.7200565338135
7668,2,2,429.9700164794922
11347,2,2,189.98000717163086
7044,3,8,2084.830062866211
3911,2,3,629.9500122070312
10267,2,4,654.9200134277344
11785,4,17,3609.5401039123535
4812,11,33,6984.05012512207
6115,4,15,3489.5800590515137
2745,1,3,299.9700126647949
10553,5,20,2711.6800498962402
12047,5,19,3513.6000785827637
12240,5,20,3849.550079345703
4605,3,9,2529.7700271606445
8449,4,5,659.8900146484375
7374,2,5,1079.8100204467773
1472,4,9,1309.8400077819824
11018,5,14,2314.73006439209
1346,7,20,4704.440073013306
4545,4,11,2258.8400230407715
11047,5,12,1669.690013885498
7111,4,10,2379.840057373047
7449,3,9,1689.8600273132324
9853,2,10,1989.7900314331055
401,2,4,579.9500198364258
1931,3,10,1578.860019683838
1817,7,22,4199.560081481934
2766,5,15,2909.6400623321533
754,6,18,3218.660068511963
2332,2,2,319.9300003051758
2233,6,19,3759.610092163086
11484,2,9,1714.5999908447266
3408,3,8,1079.8600311279297
3457,4,11,2404.7800521850586
1967,3,10,1649.7900314331055
6238,2,5,1159.9200286865234
5935,5,9,1625.770034790039
11905,4,16,2773.7400436401367
4678,5,16,3299.8000411987305
6454,5,12,2094.7600593566895
3353,4,14,1489.6800117492676
2992,4,13,3695.640085220337
4658,5,11,1924.7500343322754
8088,5,17,3317.6400508880615
4462,8,23,4754.540063858032
6419,5,19,3699.6800956726074
1135,3,13,2499.5300216674805
6435,5,16,3349.6500816345215
9865,1,3,319.9700050354004
7099,7,22,4694.460113525391
8810,4,13,2836.73006439209
5172,3,5,859.8700256347656
3783,2,8,1519.7700157165527
584,6,14,2475.5500316619873
1175,7,20,4609.570068359375
4413,3,9,2529.750030517578
4158,1,1,199.99000549316406
7688,2,5,979.8800201416016
9745,1,3,549.8500061035156
8047,5,11,2299.71004486084
8085,6,17,3699.6001014709473
6479,2,6,1419.8800354003906
5028,8,29,6495.150150299072
8617,4,15,3769.6200790405273
2305,3,11,1951.7100524902344
761,3,9,1579.760025024414
1930,6,18,3924.5800857543945
6719,3,14,2474.710048675537
9873,2,9,2079.7400550842285
9138,2,6,1189.9300384521484
8040,4,9,2289.790050506592
3075,3,5,1189.850025177002
9661,2,2,349.9700012207031
2868,3,6,1374.890037536621
1158,8,29,5327.400100708008
3430,5,21,4149.640117645264
1800,2,6,1299.8000183105469
3300,4,11,1829.740032196045
3319,5,17,3464.6100845336914
3538,4,13,2299.7300720214844
2360,2,8,1099.8700256347656
10317,3,14,2461.71004486084
12151,4,11,2759.780075073242
11116,6,25,4799.440113067627
3320,4,16,3063.5400733947754
11933,4,13,2929.7800636291504
11324,3,10,1639.7700233459473
12313,4,11,2219.7300338745117
2340,3,6,1078.9300270080566
7851,4,12,2204.8600482940674
11015,4,18,3449.660068511963
5341,1,4,649.900016784668
11271,3,8,1819.780014038086
3596,5,12,2394.75004196167
6930,6,22,4234.540084838867
10533,8,27,5419.390092849731
6770,4,11,2359.7600631713867
3481,2,8,1629.8400382995605
8835,4,14,2863.710060119629
12423,6,15,3589.600067138672
8649,5,15,2999.6100578308105
6651,2,4,1239.8800354003906
8755,7,22,3683.5200786590576
2175,6,16,3019.8000564575195
8132,2,6,1709.9000244140625
4217,2,5,1009.8900299072266
832,2,6,1269.860019683838
1493,6,21,4508.550094604492
2466,6,21,3699.7200775146484
9409,2,7,1839.780044555664
10395,2,3,829.9200134277344
8662,4,14,2994.5900497436523
10624,3,5,1009.8400115966797
11994,2,3,899.9300231933594
4128,6,20,3974.650098800659
4403,4,14,3389.6800689697266
1686,4,16,2817.630058288574
3556,8,27,6394.350147247314
11709,2,8,1599.7800331115723
4219,6,19,3471.6300373077393
8650,1,2,349.95000076293945
7512,3,10,2221.830032348633
7304,3,11,2849.509998321533
8610,3,7,1529.8100204467773
2401,3,13,3505.7400665283203
6887,4,17,4189.620090484619
3722,3,8,1859.800033569336
10627,5,14,2423.7200241088867
8390,7,19,3260.660053253174
4983,5,14,2859.630027770996
7494,1,1,129.99000549316406
5597,3,10,1734.8500518798828
12062,6,13,2159.8200492858887
3181,6,14,2329.7400703430176
6841,1,2,699.9300231933594
1477,3,11,2129.6500358581543
30,2,8,1105.8900241851807
9255,3,11,2759.770050048828
9102,2,9,1281.8400211334229
10771,4,11,2135.7900314331055
8597,6,11,2319.880043029785
8207,5,21,4315.460090637207
8472,5,16,2300.7100353240967
11789,9,23,4443.490085601807
9278,5,14,2661.76007270813
3282,4,10,1337.83003616333
2262,3,3,457.90000915527344
1873,4,16,2728.570053100586
10938,3,11,2229.7700538635254
8426,3,12,1939.4700050354004
4466,4,8,1719.8400268554688
9617,4,11,1774.6700286865234
3058,4,12,2819.6300506591797
6258,3,7,1219.8500289916992
4660,3,9,1673.7900390625
7487,2,7,2049.730026245117
6382,3,7,1389.8500366210938
5699,4,14,2333.850040435791
11943,3,12,2664.610050201416
3412,6,15,2829.690055847168
11809,3,7,1199.9000358581543
4921,4,11,1933.7300338745117
5756,5,8,1329.8400135040283
1546,3,9,1389.8700218200684
5283,14,39,7475.32017326355
9860,5,17,3328.7600860595703
11007,3,10,1449.8400382995605
4254,6,17,3269.5000495910645
10086,4,13,1975.7600402832031
5118,2,6,879.8500137329102
2512,1,4,489.86000061035156
6515,2,8,1159.7800178527832
5885,4,12,2949.7700729370117
883,4,11,2289.800048828125
1939,3,7,1139.880027770996
11063,5,7,981.8499984741211
8627,4,11,1839.7600402832031
7646,4,11,2899.620071411133
2182,5,7,1179.8900299072266
5534,8,19,3594.650074005127
10556,5,13,2122.8000469207764
8904,4,12,2839.690055847168
480,2,6,1359.9100379943848
7264,1,2,369.95001220703125
7693,3,12,1929.760025024414
1155,3,9,1389.8000183105469
7364,3,8,1799.7600326538086
1759,3,9,2249.8000717163086
1717,4,12,2779.600067138672
2335,8,24,5379.420082092285
7124,5,18,2939.600051879883
2699,4,12,2673.7600440979004
349,5,12,2609.630043029785
3073,3,10,2279.7600440979004
6414,3,9,1969.8200225830078
2756,6,16,3894.5000762939453
4174,3,7,1509.8600311279297
9471,3,15,3309.6200408935547
3228,6,21,3013.7200622558594
10320,6,18,3694.5900650024414
2580,4,16,3029.690055847168
6313,5,19,3649.590072631836
2310,7,24,4604.420095443726
8946,2,8,1639.8500442504883
3922,3,11,2239.7200355529785
9548,4,6,1199.840015411377
8840,4,12,2744.73006439209
6626,5,16,3879.670097351074
12369,2,10,1683.7900352478027
12252,1,4,1139.9000396728516
7571,6,20,5449.51012802124
5588,4,14,2899.5500564575195
3579,3,9,1819.7500343322754
4341,5,15,2634.550048828125
1121,2,8,1169.8900299072266
6384,2,4,1139.8200302124023
8498,3,10,1959.7700500488281
1102,5,17,3649.4100074768066
5156,4,12,1854.7700462341309
7636,6,10,1714.7900524139404
8149,4,13,2664.62007522583
4491,8,29,6719.380100250244
3101,1,5,1059.9400177001953
5574,5,14,2479.5600357055664
5142,1,2,171.95999908447266
2809,5,16,3399.670097351074
4722,2,7,1299.8300170898438
3240,5,20,3595.62007522583
1554,6,19,3841.6300926208496
3727,4,9,2399.8400688171387
5901,2,3,879.9300231933594
501,3,8,1679.7700424194336
418,3,9,1519.7800331115723
3723,6,18,3679.4700508117676
2171,3,7,1899.800033569336
1390,2,6,1295.8200378417969
2099,4,10,2044.7700519561768
2730,2,3,729.9400177001953
11022,2,8,1319.9100189208984
556,3,9,1789.75004196167
2596,3,11,2239.7600479125977
10356,1,4,1499.8400421142578
5656,4,11,2524.7600631713867
8305,3,9,1869.6400413513184
9449,3,7,1009.9000205993652
6429,4,9,1701.8900451660156
1447,3,7,1929.8400497436523
5526,2,8,1364.8800354003906
7694,4,13,2224.690055847168
8591,5,19,3533.5200538635254
1304,2,6,1137.9200229644775
10101,4,11,1930.8300514221191
4458,4,7,1699.8600234985352
50,4,13,2009.6500205993652
10242,4,13,3149.620029449463
6044,3,11,1704.760046005249
8807,5,11,2648.7700729370117
8966,2,7,1089.8800010681152
1476,1,1,129.99000549316406
72,6,21,5274.530132293701
3443,4,13,2318.840042114258
11416,4,15,2989.7600593566895
163,2,3,889.8400115966797
12015,4,15,3329.720085144043
10423,3,10,2599.7700424194336
5967,2,9,1644.77001953125
3206,6,20,5089.440101623535
1933,3,9,2247.7500228881836
3504,3,10,2134.720039367676
1110,3,10,2049.610019683838
2122,2,5,724.9200191497803
4401,3,4,877.9400100708008
6460,3,9,1929.900047302246
5324,8,20,3718.480083465576
5942,3,14,2677.6900672912598
9189,3,6,1479.7600326538086
2042,4,14,3049.6400756835938
1758,3,7,1604.849998474121
4415,7,20,4139.6100997924805
5944,5,19,3721.410078048706
10817,4,5,829.8500137329102
9600,4,16,3529.590061187744
156,3,8,1939.7900390625
7905,6,24,4555.370059967041
10699,9,31,6474.440128326416
8720,5,17,3489.7000846862793
9048,6,15,3504.6700286865234
3527,4,18,3510.6600818634033
5886,4,16,3429.610082626343
10702,4,10,1869.730068206787
2884,4,11,1935.8600387573242
8090,7,24,5899.420139312744
6995,5,15,3289.560043334961
845,3,12,2629.630043029785
9147,3,10,2199.8600311279297
9341,7,25,5239.550104141235
5623,3,11,2589.7800483703613
7647,6,18,3419.7200889587402
8479,2,7,1314.8800144195557
953,2,9,1579.7600173950195
11402,4,14,2499.7700691223145
7591,3,6,1429.760009765625
5421,5,16,3303.500072479248
2312,4,9,1139.8900299072266
12308,6,17,3054.560049057007
8361,3,12,2535.8100624084473
6642,3,9,2099.8600463867188
1395,3,3,719.9400253295898
9021,1,2,329.9800109863281
617,1,4,489.96001052856445
5962,6,15,2503.680061340332
10693,4,12,2139.770050048828
7288,4,11,2539.5900344848633
5652,7,21,3819.6600914001465
2446,5,19,4789.390098571777
11739,3,10,1887.8100357055664
4063,5,13,1964.650011062622
661,2,6,825.950008392334
2955,2,7,1499.8900413513184
934,5,16,2809.610050201416
11226,4,11,2169.7800483703613
10560,3,9,1444.7500247955322
1413,6,16,3624.720085144043
10614,1,3,739.9300155639648
1587,2,8,1619.7700233459473
1769,1,3,564.9300079345703
3256,3,11,1663.7900466918945
9952,5,13,2659.5700187683105
1003,3,12,2129.730052947998
6711,4,15,2095.64005279541
11813,2,3,939.9000244140625
6084,3,4,1149.8200225830078
7475,5,19,3534.5700492858887
413,1,3,669.9200134277344
1958,5,16,3769.6401023864746
11206,2,7,2149.780044555664
1496,5,17,3319.8300590515137
9473,3,9,1914.8600387573242
9289,3,7,1799.8700561523438
2468,3,12,1869.7300338745117
3825,3,9,1629.8100357055664
12351,3,11,2169.780059814453
2184,2,9,1709.8300247192383
102,4,16,3319.590042114258
10600,2,7,1579.8300399780273
3633,4,12,2609.800037384033
11364,1,1,129.99000549316406
1708,4,14,3019.650062561035
2324,3,9,1809.8200416564941
7145,4,11,2549.8100624084473
659,2,4,1099.8400268554688
10879,3,4,1149.9200325012207
1052,2,5,889.8900146484375
6481,3,9,1919.7300262451172
566,3,10,1145.820011138916
11648,5,10,1664.690029144287
1949,3,5,959.7499923706055
1326,5,16,2639.6900520324707
5137,5,19,3519.6800498962402
1629,5,14,2319.810047149658
6594,3,6,1049.8700256347656
1706,1,3,525.9400177001953
8057,3,9,2159.840057373047
9645,2,3,589.9400177001953
8252,4,17,4152.710079193115
3503,7,23,4597.530071258545
742,3,11,1979.7700462341309
2289,3,9,2589.740036010742
7067,1,2,699.9600219726562
3563,3,9,1894.8600311279297
8185,5,16,3107.6000595092773
10849,8,28,5524.380081176758
8255,3,6,1529.8700256347656
5902,4,15,2549.700065612793
11658,3,5,789.9200096130371
7051,3,9,1465.8000354766846
12043,3,3,719.8800201416016
11425,4,8,1739.8000526428223
12053,5,13,2455.7300033569336
3847,2,8,1259.8000183105469
7577,3,9,1379.780029296875
6391,3,10,2299.810070037842
11976,3,8,1729.8600463867188
8780,2,7,1089.9200172424316
1870,5,14,1805.7600383758545
11294,4,12,2679.6900596618652
8480,3,13,2759.7500534057617
5083,5,14,3649.66007232666
1652,2,6,1699.8600234985352
5150,3,9,1834.780029296875
8113,4,12,2909.590042114258
7675,4,19,2959.6000480651855
10047,3,7,1799.790023803711
4223,3,9,1482.759994506836
4242,6,16,3679.4800415039062
5391,3,15,3719.720100402832
4738,4,9,2229.8600578308105
575,3,9,1819.8300476074219
902,2,3,349.9300079345703
2841,2,7,1019.8400192260742
243,4,14,2549.6100425720215
9351,4,13,2169.7500343322754
2611,5,12,2344.730047225952
9416,3,10,2339.7300300598145
9022,3,10,2099.670021057129
2218,3,8,1449.8500442504883
2965,2,6,1259.8900299072266
8154,2,4,899.9600219726562
7525,3,11,2629.820068359375
5866,3,12,2109.800060272217
8852,3,7,884.7800140380859
7737,4,9,1729.7500305175781
6157,4,10,2179.730052947998
2648,3,7,1409.8000373840332
4603,3,5,974.9300174713135
10125,5,12,2805.6900634765625
4621,3,14,2999.730049133301
4091,3,12,2349.8100509643555
4830,4,15,2999.740077972412
10131,2,8,1291.7800064086914
10196,4,8,1939.820053100586
2423,4,15,2817.7100715637207
8665,2,5,589.9200172424316
4146,3,6,2399.8600463867188
12361,3,14,3289.7000999450684
5710,4,10,2189.780055999756
3343,6,15,3917.6100883483887
8206,5,13,2409.77006149292
9326,6,17,2885.5700302124023
9859,3,7,1215.7900009155273
10955,4,14,3269.7700729370117
7199,2,6,1554.6900329589844
11919,5,15,2959.790084838867
2859,5,8,1619.7999954223633
1077,1,5,1079.8300170898438
852,2,5,1099.8700256347656
6136,1,3,429.9500045776367
5077,2,7,1499.910041809082
10919,2,4,1019.9300231933594
1040,3,5,899.9000205993652
3842,1,1,119.9800033569336
762,5,13,2939.7000885009766
1624,6,23,4935.610111236572
3176,4,17,3551.5400943756104
8129,3,10,2194.7400283813477
8190,1,1,200.0
9062,5,13,2653.720027923584
9122,3,10,1774.7200393676758
8620,5,19,3585.460054397583
12074,2,7,999.8700218200684
1779,4,10,2059.7700271606445
755,3,9,1639.8600311279297
6298,2,5,989.9300231933594
7247,3,8,1129.760009765625
8414,2,4,929.9500274658203
9552,9,25,4419.4500732421875
9623,2,7,1509.890037536621
4176,3,11,2420.660036087036
1318,1,1,129.99000549316406
2308,3,9,1899.7800331115723
7470,4,15,4059.5900688171387
7855,2,9,1249.880027770996
6674,3,7,1429.8200187683105
11807,5,13,2969.660026550293
8552,3,5,1009.9400177001953
5678,2,9,2699.800079345703
3053,2,7,1151.870038986206
10927,4,15,2829.6800689697266
12330,4,12,2449.760040283203
7727,3,5,1089.8300094604492
8727,3,8,1168.8600273132324
7931,4,9,1549.8400421142578
794,4,15,3184.6800575256348
1328,1,1,199.99000549316406
399,2,4,979.8700103759766
9360,2,5,1299.9300231933594
8249,3,6,1339.9100189208984
955,1,2,279.9400100708008
12426,4,8,1654.8300399780273
5980,1,5,1161.8200149536133
894,4,10,2329.8200454711914
12135,4,9,1379.7999954223633
7640,5,16,2925.6400661468506
12149,3,11,1863.7700500488281
7747,5,13,2679.8300399780273
7461,6,20,3463.5900688171387
4125,1,5,1089.9300270080566
10396,3,12,2794.660053253174
11182,5,11,2139.870048522949
8329,1,3,589.960018157959
1381,4,14,2174.7600326538086
11193,4,9,2189.8000106811523
2545,1,5,949.8600234985352
1431,3,9,1809.7800178527832
3056,4,16,4099.5600509643555
3719,1,1,199.99000549316406
873,2,5,1279.8600311279297
5486,4,9,1699.7400283813477
5204,7,17,4729.630107879639
11759,3,11,2539.8700561523438
7032,3,7,1869.7800369262695
2411,2,4,1259.8700408935547
2391,4,12,2571.630058288574
3146,5,13,2779.620048522949
6096,3,6,1309.870044708252
10855,2,6,1154.9300327301025
1883,5,19,4049.7101097106934
9613,3,6,1019.8600158691406
9434,3,10,1879.8500595092773
804,4,6,939.9400329589844
1777,2,5,1189.9100189208984
10314,2,7,1139.910011291504
10130,2,7,1579.870029449463
4245,2,7,1379.870044708252
7250,5,19,3439.7400817871094
1487,4,6,749.9000129699707
6496,4,15,2985.600082397461
3380,3,10,1809.8600425720215
7938,3,9,1659.7300415039062
5515,4,7,1479.9400329589844
7712,5,17,3769.5000762939453
7087,1,1,199.99000549316406
8619,3,8,1445.729995727539
8382,6,26,5824.330121994019
4507,2,10,1649.8200378417969
7773,1,3,549.9800109863281
10120,5,13,2161.70005607605
7692,4,14,2849.580066680908
9849,5,14,2571.6700744628906
4057,4,12,2057.7800331115723
10422,2,4,1499.8600311279297
1280,4,10,2528.680019378662
12181,1,4,899.9200134277344
447,4,13,2905.6300354003906
9788,2,6,1209.8600158691406
10754,2,7,1409.8200454711914
9050,3,11,1919.7100448608398
2079,6,16,3439.440071105957
11078,3,4,919.9000244140625
4802,3,6,1449.9200134277344
6713,2,9,1919.8400382995605
3378,4,17,4394.650102615356
2445,3,10,2009.8400421142578
9219,1,2,529.9700164794922
4224,5,24,4125.55006980896
6227,2,8,1659.8200035095215
7469,3,5,1159.9300346374512
5794,2,2,539.9400177001953
10876,7,20,3799.5200958251953
774,5,15,2719.670066833496
12144,3,8,1479.8800354003906
7078,3,9,2059.7200355529785
3448,2,9,1984.7200317382812
10542,1,2,599.9700164794922
8528,3,12,2539.720054626465
6757,9,23,4179.400093078613
2241,4,10,2354.780055999756
5963,1,4,629.9500122070312
8695,3,14,2479.8100509643555
3582,4,12,2799.6600341796875
4823,4,12,2529.680046081543
11499,4,13,2234.5400314331055
299,2,5,1039.860019683838
12353,1,4,853.9200172424316
5238,8,22,4429.550075531006
1814,3,11,2719.800037384033
6748,3,7,1369.8300323486328
11812,1,2,399.9800109863281
2924,2,10,1441.8700351715088
1188,3,9,1859.7600288391113
11676,4,14,2989.6700706481934
11616,4,12,1197.8300113677979
12159,4,13,2829.640064239502
6225,4,13,2829.8600540161133
4938,4,12,2629.66007232666
4569,2,7,1361.8600330352783
2130,3,12,2493.6700439453125
752,5,20,4084.400074005127
2089,5,17,3729.690097808838
2489,1,4,1019.8600311279297
4878,3,7,1109.8900337219238
5100,5,14,2849.60005569458
4679,4,15,3709.7100982666016
11624,4,13,2329.640037536621
6880,2,10,1989.800033569336
7091,1,1,49.95000076293945
8841,6,17,2814.6800575256348
4071,3,10,2279.690029144287
10287,3,12,1909.5900192260742
10088,2,6,1258.7100219726562
4405,3,6,1459.8800354003906
7648,1,5,464.9299964904785
8970,1,3,355.95001220703125
9947,4,12,3479.680076599121
10717,5,18,3684.630069732666
8532,2,6,1119.880027770996
2085,4,17,3652.6200790405273
10788,3,10,2449.790069580078
1956,3,6,1259.8700256347656
3972,4,10,2087.790044784546
7965,3,6,1649.8200225830078
5089,2,7,1349.81001663208
3718,1,3,849.8600158691406
392,4,10,1839.8100471496582
10309,3,11,2559.6600341796875
6924,4,10,2389.6800231933594
4208,4,9,1885.81005859375
9854,2,8,1297.8100051879883
7257,2,5,919.8300170898438
5478,3,9,1549.7600364685059
6945,3,6,1399.8400268554688
6241,3,13,2459.6500205993652
8301,1,4,959.9200286865234
8493,2,6,1119.790018081665
4098,4,9,1254.8500137329102
11248,5,14,2999.500068664551
10636,6,22,3895.620101928711
3398,3,7,1669.760025024414
4243,2,7,1099.9400100708008
4856,3,12,2019.7300300598145
6687,2,3,494.90000915527344
1842,3,12,2984.760066986084
11839,2,6,1029.9500198364258
8337,5,14,1959.7800407409668
3845,2,7,1659.8400421142578
253,1,2,309.8899955749512
5259,3,11,2169.69002532959
10223,3,9,2039.7700271606445
6329,2,5,1049.9400215148926
6492,5,15,3434.4500427246094
8596,2,4,511.9500160217285
11737,2,8,1419.8500366210938
7030,4,14,2681.6700763702393
